Name,Base Salary,HRA,Tax (%),Funds,Deductions,Gross Salary,Net Salary
Employee_498,52573,10499,25,7295,4977,70367,49622.0
Employee_499,96819,19028,25,7384,2844,123231,91425.25
Employee_500,44701,14028,15,9938,1630,68667,58227.65
Employee_501,67092,17552,25,6822,942,91466,69363.0
Employee_502,43279,13989,15,7208,4467,64476,51418.8
Employee_503,39792,11828,10,2221,4575,53841,44104.0
Employee_504,66123,17535,15,1768,994,85426,71883.3
Employee_505,33606,15380,20,4317,3965,53303,39540.8
Employee_506,66780,15485,5,2675,2585,84940,78241.75
Employee_507,37307,18831,15,6653,815,62791,53555.3
Employee_508,93246,9211,15,9017,3113,111474,92992.45
Employee_509,83364,13678,25,2096,2518,99138,72359.5
Employee_510,85359,11484,25,3941,4093,100784,72480.25
Employee_511,43400,9592,25,7336,4623,60328,42457.0
Employee_512,33740,13185,10,6139,674,53064,47697.5
Employee_513,63367,19321,20,5066,2717,87754,68499.4
Employee_514,77223,18449,25,9929,4050,105601,77633.0
Employee_515,73999,13012,5,1889,4213,88900,80336.45
Employee_516,32278,6969,10,4786,2095,44033,38013.3
Employee_517,35753,16420,25,6757,3390,58930,42496.75
Employee_518,78282,15359,20,1452,2149,95093,74215.8
Employee_519,51941,19578,15,3707,2584,75226,61914.15
Employee_520,76275,17962,5,4409,4661,98646,89273.15
Employee_521,94580,14779,5,3521,3039,112880,104373.05
Employee_522,72499,6750,25,5865,2382,85114,62919.75
Employee_523,31642,19667,20,9301,2968,60610,47380.2
Employee_524,99031,12369,20,9858,3312,121258,95666.0
Employee_525,78221,16932,10,5358,1166,100511,89829.7
Employee_526,50052,11854,15,5497,3164,67403,54953.1
Employee_527,44028,18165,15,5393,2435,67586,55822.05
Employee_528,63990,9919,5,8890,1183,82799,77920.55
Employee_529,55438,15388,20,6363,3227,77189,59796.8
Employee_530,74391,7653,15,3353,1611,85397,71479.4
Employee_531,52352,15301,5,3466,4373,71119,63363.35
Employee_532,95826,8203,5,1801,2625,105830,98003.55
Employee_533,68803,5366,15,6565,3136,80734,66472.65
Employee_534,85294,6799,25,6506,2160,98599,73415.75
Employee_535,70616,17578,5,7378,3893,95572,87269.3
Employee_536,83777,9316,10,4893,3220,97986,85456.7
Employee_537,93242,18083,5,4946,2603,116271,108101.75
Employee_538,81450,11999,25,4472,2793,97921,71765.75
Employee_539,50260,12877,10,9680,4549,72817,61954.3
Employee_540,95860,8702,20,9871,4313,114433,89207.6
Employee_541,42961,18399,20,8524,2344,69884,55268.0
Employee_542,92703,19748,25,3537,1893,115988,85982.25
Employee_543,74365,19192,5,5537,1571,99094,92845.15
Employee_544,46631,6448,5,2278,2624,55357,50079.05
Employee_545,43679,15324,20,1032,991,60035,47243.4
Employee_546,89238,16265,25,9816,3612,115319,85331.25
Employee_547,94958,11597,15,1407,4723,107962,87255.75
Employee_548,78707,9125,10,1014,2598,88846,77464.8
Employee_549,86287,13583,20,3166,4243,103036,78819.0
Employee_550,53004,19264,10,7753,1707,80021,71087.2
Employee_551,82891,13782,10,1832,2171,98505,86666.7
Employee_552,99822,9377,15,1863,2023,111062,92659.15
Employee_553,78630,11079,20,2951,853,92660,73865.2
Employee_554,40393,11827,25,8652,3888,60872,43929.0
Employee_555,86036,15207,25,9627,1604,110870,83955.25
Employee_556,48218,13771,5,4697,1837,66686,61749.55
Employee_557,44949,6355,25,6056,849,57360,43685.0
Employee_558,42372,6535,25,1762,548,50669,37894.25
Employee_559,44838,17976,20,1105,1885,63919,49471.2
Employee_560,36738,10211,20,4257,1032,51206,40784.2
Employee_561,62890,9527,10,8497,4992,80914,68680.3
Employee_562,76943,13684,5,7520,2787,98147,90828.65
Employee_563,79827,19406,25,7110,2591,106343,78943.75
Employee_564,71911,13856,10,8449,4560,94216,81079.3
Employee_565,91106,14756,20,9288,2524,115150,91453.6
Employee_566,51269,17964,15,5752,3645,74985,60955.05
Employee_567,41077,16389,15,9954,1686,67420,57114.1
Employee_568,32352,17971,20,8391,4476,58714,44173.4
Employee_569,39290,15566,20,5279,963,60135,48200.8
Employee_570,96076,15724,15,6605,4784,118405,96851.0
Employee_571,69124,18952,15,3758,4309,91834,74313.6
Employee_572,53398,13470,10,3205,589,70073,62797.2
Employee_573,63847,6060,5,6936,3489,76843,69858.65
Employee_574,63204,16099,5,6646,2579,85949,79404.85
Employee_575,87297,17662,15,3870,563,108829,92522.15
Employee_576,93076,8042,15,4328,1597,105446,88681.3
Employee_577,35743,19124,25,7466,3724,62333,44892.25
Employee_578,48855,18185,10,4384,1787,71424,62933.0
Employee_579,70768,9258,5,3830,4029,83856,75825.7
Employee_580,67169,11635,5,8375,1913,87179,81325.8
Employee_581,50153,13241,5,6387,3572,69781,63039.3
Employee_582,31575,14025,10,5476,2322,51076,44194.0
Employee_583,83332,14187,15,6236,625,103755,88502.15
Employee_584,80042,15870,25,5661,4225,101573,73370.0
Employee_585,88068,6719,15,7931,2202,102718,86297.95
Employee_586,53018,10199,25,3967,1345,67184,50034.75
Employee_587,83142,8109,10,9776,2289,101027,89612.9
Employee_588,98119,9826,25,7726,1448,115671,87236.75
Employee_589,63028,12056,25,6485,3659,81569,59139.0
Employee_590,40402,11293,15,4317,4914,56012,43343.75
Employee_591,54734,9970,10,5401,3564,70105,60070.6
Employee_592,83931,14695,20,7919,3037,106545,83782.8
Employee_593,77294,17272,25,4211,1270,98777,73865.5
Employee_594,41738,11841,5,5319,2525,58898,53694.05
Employee_595,98772,9095,10,5481,4376,113348,98185.3
Employee_596,66302,11002,10,8630,3788,85934,74415.6
Employee_597,49005,19020,20,1884,3004,69909,53300.0
Employee_598,74650,7112,5,9024,2419,90786,84278.9
Employee_599,91237,6116,5,4682,1665,102035,95502.35
Employee_600,83092,9078,15,4225,1270,96395,81299.5
Employee_601,64294,14838,15,2044,1209,81176,68097.2
Employee_602,35010,18467,15,6484,2404,59961,49535.45
Employee_603,63360,10872,25,2101,2530,76333,55245.0
Employee_604,71508,17660,15,2683,3791,91851,74684.8
Employee_605,95022,5873,10,5267,785,106162,95287.5
Employee_606,40198,17396,20,5030,1902,62624,49203.2
Employee_607,82285,9936,10,8265,1111,100486,90152.9
Employee_608,76915,8858,20,3217,4027,88990,67808.4
Employee_609,44583,11612,25,5416,2579,61611,44983.25
Employee_610,77356,10859,15,4781,3089,92996,76674.75
Employee_611,37696,14682,15,6703,849,59081,50375.3
Employee_612,47261,5310,25,6532,1702,59103,44258.25
Employee_613,92955,9980,20,6329,4201,109264,84476.0
Employee_614,77831,7707,25,6343,3509,91881,66987.5
Employee_615,45963,13460,15,2604,3724,62027,49389.55
Employee_616,46083,10125,5,7771,4834,63979,56334.6
Employee_617,61715,15351,5,1703,961,78769,73954.7
Employee_618,43894,10050,20,9846,525,63790,52476.2
Employee_619,90283,6201,10,2484,1785,98968,87534.6
Employee_620,89908,6348,5,2182,2273,98438,91352.2
Employee_621,37190,7695,25,6436,4645,51321,35454.75
Employee_622,37132,16491,15,8748,1606,62371,52721.55
Employee_623,79748,17606,10,4155,3659,101509,88114.6
Employee_624,81000,18690,25,7371,2973,107061,79165.5
Employee_625,82973,6482,10,8164,1939,97619,86734.5
Employee_626,50918,15469,20,8454,4621,74841,56942.6
Employee_627,46539,16796,25,8403,2142,71738,53762.25
Employee_628,50192,9373,25,5056,1765,64621,47964.75
Employee_629,34933,6524,15,6432,712,47889,40958.45
Employee_630,94036,9056,10,5407,598,108499,97591.8
Employee_631,95944,5414,5,8427,2933,109785,101784.1
Employee_632,56364,10750,5,4233,2144,71347,65847.3
Employee_633,54983,15401,10,8081,1956,78465,69470.6
Employee_634,59958,7198,5,5485,777,72641,68506.2
Employee_635,55604,6794,15,9138,4571,71536,57605.3
Employee_636,40888,10522,15,7172,1838,58582,49032.5
Employee_637,87499,9196,15,9792,2352,106487,89630.75
Employee_638,44213,18008,25,1923,2636,64144,45952.75
Employee_639,92500,18054,20,8772,2593,119326,94622.2
Employee_640,72899,18469,20,6532,937,97900,78689.4
Employee_641,52964,19158,20,4567,4684,76689,57580.6
Employee_642,91213,6425,10,8341,2009,105979,94206.2
Employee_643,42504,14238,20,6401,4278,63143,47516.6
Employee_644,71840,14096,5,3726,3739,89662,81626.2
Employee_645,55511,10817,15,5451,1067,71779,60762.8
Employee_646,36541,11368,15,2644,3700,50553,39666.65
Employee_647,99183,5772,10,7285,3767,112240,97977.5
Employee_648,64965,14956,5,9464,2025,89385,83363.95
Employee_649,86616,18937,5,3710,1664,109263,102321.35
Employee_650,70053,16607,10,9352,716,96012,86630.0
Employee_651,39666,9816,25,6469,4374,55951,39206.5
Employee_652,65001,14702,15,3479,2048,83182,69178.55
Employee_653,46138,15292,15,8003,4354,69433,55864.5
Employee_654,80501,7110,15,2406,3178,90017,73697.35
Employee_655,78172,18004,15,3099,707,99275,84141.6
Employee_656,55897,10389,25,2158,742,68444,51130.5
Employee_657,43797,10258,15,9096,2947,63151,52095.75
Employee_658,52959,15523,15,6162,4354,74644,60017.7
Employee_659,86983,13530,20,2569,1242,103082,81737.4
Employee_660,79656,11466,15,4996,2730,96118,79719.7
Employee_661,55640,13103,5,8524,3460,77267,70369.85
Employee_662,57305,13172,15,3804,4040,74281,59669.45
Employee_663,58341,5713,25,5044,2230,69098,50854.5
Employee_664,97526,5044,5,2504,4338,105074,95607.5
Employee_665,36783,7451,5,9452,3150,53686,48324.3
Employee_666,64052,9055,25,2942,4248,76049,53524.25
Employee_667,66632,5729,10,6967,4214,79328,67877.9
Employee_668,53125,16372,10,9468,3063,78965,68952.3
Employee_669,33988,17366,10,8101,2418,59455,51901.6
Employee_670,67829,10858,15,5913,3079,84600,69717.95
Employee_671,70514,13520,5,2765,2549,86799,80048.3
Employee_672,73452,5284,15,5717,2373,84453,70269.6
Employee_673,75354,9269,15,7569,2720,92192,76778.55
Employee_674,56658,11886,5,1153,2795,69697,63474.8
Employee_675,44417,10187,10,3002,4536,57606,47609.6
Employee_676,30867,11592,15,2432,1190,44891,37332.15
Employee_677,53038,13775,20,9694,3433,76507,59711.4
Employee_678,30427,18924,15,9971,3381,59322,48538.35
Employee_679,47399,16518,15,6001,2213,69918,58117.45
Employee_680,55554,15636,25,9342,4581,80532,58153.5
Employee_681,62249,13246,10,6408,4519,81903,69834.5
Employee_682,69224,6291,5,1437,4679,76952,68497.25
Employee_683,84153,15725,10,4063,1646,103941,92307.2
Employee_684,97993,5712,20,7761,3511,111466,87214.0
Employee_685,59613,16500,15,9888,1456,86001,73128.05
Employee_686,69127,12106,20,6233,1530,87466,69689.4
Employee_687,63497,14645,25,7318,4178,85460,61746.5
Employee_688,75304,19657,15,6838,2223,101799,85331.85
Employee_689,35213,14757,20,5569,3881,55539,41664.0
Employee_690,69724,16157,5,9394,4515,95275,86465.95
Employee_691,71431,18136,5,2716,2478,92283,85326.65
Employee_692,78371,8061,20,1802,3001,88234,67946.6
Employee_693,94018,7165,25,8390,1167,109573,83110.25
Employee_694,61204,19425,20,5418,4934,86047,64987.2
Employee_695,63002,14590,20,6666,4193,84258,64546.6
Employee_696,72715,5661,5,1123,1875,79499,73705.2
Employee_697,83076,13391,15,6358,2614,102825,85740.95
Employee_698,30794,18872,25,6282,2126,55948,41405.5
Employee_699,41133,18042,20,1745,3969,60920,45116.0
Employee_700,75654,5957,20,2699,896,84310,67091.8
Employee_701,61334,9173,5,7074,1825,77581,72230.65
Employee_702,95047,13133,25,6471,3963,114651,83643.0
Employee_703,58369,6387,20,2899,4584,67655,50119.8
Employee_704,72404,8687,10,4332,1969,85423,75344.9
Employee_705,99407,8552,15,8983,3348,116942,97400.15
Employee_706,96621,19529,25,5816,2364,121966,90564.5
Employee_707,39794,19229,10,5891,540,64914,58471.7
Employee_708,82544,6348,25,3552,4801,92444,65420.0
Employee_709,74782,13688,25,5007,1891,93477,69468.5
Employee_710,30931,8328,10,4122,3515,43381,35940.1
Employee_711,30269,9314,25,2003,3116,41586,28574.25
Employee_712,72396,14679,15,7852,746,94927,81119.75
Employee_713,60317,18368,15,6032,986,84717,71928.25
Employee_714,30662,19430,5,5730,4682,55822,48635.4
Employee_715,52952,14315,25,5277,4000,72544,51727.25
Employee_716,58939,9701,25,3891,4363,72531,51008.0
Employee_717,64165,15313,15,4161,538,83639,71179.3
Employee_718,68472,14122,5,3117,1978,85711,79603.3
Employee_719,57381,5348,25,3645,4538,66374,46153.75
Employee_720,82035,13377,20,9710,622,105122,85417.6
Employee_721,74066,16421,10,4983,4498,95470,81923.3
Employee_722,90569,12686,25,1782,1156,105037,78067.25
Employee_723,72043,5289,10,9938,3966,87270,75570.8
Employee_724,32726,6329,25,1469,2895,40524,27865.25
Employee_725,36570,13833,25,6158,2716,56561,41244.25
Employee_726,60353,9648,15,2619,853,72620,61266.85
Employee_727,63842,15833,10,7825,3302,87500,76230.5
Employee_728,94782,17017,5,9513,3818,121312,111904.05
Employee_729,53799,14630,25,2788,2476,71217,51633.75
Employee_730,91449,7498,20,7248,2279,106195,84126.6
Employee_731,55549,13921,10,8401,2707,77871,68217.0
Employee_732,34899,19220,5,6118,3962,60237,53569.05
Employee_733,83772,17001,10,4705,3913,105478,91487.7
Employee_734,30995,7872,25,7934,1438,46801,35646.25
Employee_735,47492,13571,15,2624,2940,63687,51587.55
Employee_736,65396,9571,20,4502,4329,79469,60146.6
Employee_737,64948,18774,5,7652,3283,91374,83904.9
Employee_738,90509,13084,15,3919,2204,107512,89769.05
Employee_739,89433,11893,20,7729,906,109055,87883.8
Employee_740,70626,10009,20,1725,531,82360,65702.0
Employee_741,38371,8570,5,4985,3123,51926,46455.95
Employee_742,50615,12019,15,8178,3987,70812,57429.9
Employee_743,66000,16488,25,3914,1915,86402,63865.0
Employee_744,77130,13451,5,3361,1468,93942,87944.95
Employee_745,81836,13002,15,2265,1867,97103,81010.3
Employee_746,44582,13932,5,2821,2686,61335,55723.3
Employee_747,65937,7657,10,2609,2789,76203,66054.6
Employee_748,93473,7389,10,9601,1273,110463,99103.8
Employee_749,85035,9563,20,4368,779,98966,79267.4
Employee_750,82096,10396,25,2023,2014,94515,69378.0
Employee_751,41674,6594,10,5238,1164,53506,47515.2
Employee_752,91413,10360,20,1226,2599,102999,80045.4
Employee_753,78916,19952,15,8079,1698,106947,90418.8
Employee_754,48659,8669,10,5866,2226,63194,55235.2
Employee_755,34644,18235,15,8410,3327,61289,50030.15
Employee_756,85918,16435,5,8511,4197,110864,101549.35
Employee_757,98583,19802,15,2774,572,121159,102829.25
Employee_758,32348,6319,15,7050,4679,45717,35237.95
Employee_759,58618,16995,15,1949,3053,77562,63167.05
Employee_760,99097,5263,20,6934,3249,111294,87173.0
Employee_761,96817,15623,5,6458,3202,118898,110074.0
Employee_762,63302,16125,25,9509,3118,88936,65961.25
Employee_763,47886,12419,25,8954,4361,69259,49821.75
Employee_764,69965,16280,10,3809,3752,90054,77677.5
Employee_765,98328,15618,25,9611,3620,123557,91450.5
Employee_766,36400,5514,5,2683,3537,44597,38964.3
Employee_767,63115,14234,15,7857,4251,85206,69352.65
Employee_768,59569,6805,10,9815,2727,76189,66824.6
Employee_769,82925,11786,25,1601,1067,96312,71567.25
Employee_770,36602,18102,25,6940,1038,61644,46930.0
Employee_771,53925,19354,25,7072,1443,80351,60588.25
Employee_772,55973,19624,5,7541,4538,83138,74820.15
Employee_773,94368,5470,20,7200,2262,107038,84808.4
Employee_774,46463,7288,20,1191,4085,54942,40106.8
Employee_775,38789,6657,25,2511,3890,47957,32705.5
Employee_776,33277,12483,20,8659,2206,54419,43061.0
Employee_777,56623,15250,20,5112,3233,76985,59377.4
Employee_778,73672,5321,20,9038,535,88031,71697.4
Employee_779,63922,18203,15,4184,1943,86309,72047.25
Employee_780,49384,10825,25,4993,4901,65202,45248.75
Employee_781,97341,10619,15,6029,3374,113989,94421.0
Employee_782,97846,9029,10,6791,1032,113666,101946.5
Employee_783,53553,17873,20,8071,3721,79497,61490.8
Employee_784,58529,14165,15,8504,1883,81198,68410.9
Employee_785,99542,12662,5,5164,3295,117368,108462.8
Employee_786,31243,10697,10,3934,4741,45874,36939.0
Employee_787,44124,14457,5,9928,1443,68509,64136.95
Employee_788,93254,10890,10,3177,4964,107321,91942.6
Employee_789,91567,17168,20,6733,1333,115468,92388.0
Employee_790,85375,13349,15,9668,4531,108392,89052.4
Employee_791,34046,17962,15,3288,1973,55296,45521.8
Employee_792,41047,5102,20,4098,1566,50247,39451.2
Employee_793,49825,6324,15,1834,1868,57983,47692.65
Employee_794,46468,17526,15,3492,970,67486,56916.9
Employee_795,99727,10333,20,4182,877,114242,91353.0
Employee_796,77115,18309,20,1003,2336,96427,75006.2
Employee_797,69124,12510,20,9134,2039,90768,72402.2
Employee_798,80026,7215,15,3206,2149,90447,75211.85
Employee_799,64598,12308,25,4959,3200,81865,59438.5
Employee_800,56782,15832,10,2303,3357,74917,64298.6
Employee_801,37355,19470,20,5206,3916,62031,46750.0
Employee_802,77933,17735,20,5489,955,101157,81068.4
Employee_803,59457,6565,25,7183,1982,73205,54717.5
Employee_804,78732,18202,25,9986,3871,106920,78815.5
Employee_805,64911,9949,15,8987,4390,83847,68228.0
Employee_806,30048,13508,10,4137,3347,47693,39990.4
Employee_807,50886,16935,15,8842,920,76663,65569.85
Employee_808,94861,12655,5,9605,2772,117121,108973.2
Employee_809,52358,7868,10,1466,4545,61692,51124.4
Employee_810,36843,18808,5,3788,4193,59439,52463.45
Employee_811,72074,18935,5,8519,2874,99528,92103.55
Employee_812,50591,5001,5,9554,1441,65146,60925.4
Employee_813,82411,14829,10,8764,1789,106004,94491.0
Employee_814,45227,16739,15,3181,2810,65147,53042.1
Employee_815,82423,7940,10,1496,3148,91859,79674.7
Employee_816,38616,11705,20,2932,907,53253,42281.8
Employee_817,35434,7026,20,8464,1257,50924,41175.0
Employee_818,66307,6451,25,8791,950,81549,62409.5
Employee_819,49144,15329,25,8789,1625,73262,55518.75
Employee_820,94439,11710,15,9174,3494,115323,95906.65
Employee_821,86310,8821,15,9840,1407,104971,89294.35
Employee_822,95449,16573,20,4377,2422,116399,91572.6
Employee_823,76327,12647,15,5719,3287,94693,78059.9
Employee_824,70891,12395,25,4283,1198,87569,65549.5
Employee_825,63870,8419,15,6079,1417,78368,66107.65
Employee_826,71393,5783,25,3794,2268,80970,59408.0
Employee_827,56904,16865,20,4470,3933,78239,59552.2
Employee_828,36034,9195,5,2709,2149,47938,43527.55
Employee_829,43230,12807,20,3419,1848,59456,46400.6
Employee_830,43420,19471,25,9663,4846,72554,51985.25
Employee_831,39572,19056,25,2961,4949,61589,41983.0
Employee_832,41023,16183,15,9748,4480,66954,53893.1
Employee_833,86569,12825,25,1926,3795,101320,72676.5
Employee_834,34038,16196,20,5662,1265,55896,44584.2
Employee_835,50880,10992,25,8746,2952,70618,52198.0
Employee_836,43528,6257,5,2051,4303,51836,45043.75
Employee_837,33077,19893,5,8550,4120,61520,54751.5
Employee_838,97033,8662,25,1479,3891,107174,76859.25
Employee_839,78110,8948,25,6472,2210,93530,69555.5
Employee_840,82002,12586,10,8810,4296,103398,89643.2
Employee_841,75838,10279,10,5119,3268,91236,79356.3
Employee_842,79820,8323,15,8264,4487,96407,78698.55
Employee_843,35462,7680,5,8928,4378,52070,45534.9
Employee_844,53124,16665,15,2578,3913,72367,57985.65
Employee_845,35251,15309,15,9149,3602,59709,48523.0
Employee_846,59576,10131,10,3893,2016,73600,64613.3
Employee_847,78170,11479,15,3782,2703,93431,77280.65
Employee_848,97008,5748,10,1523,4208,104279,89795.4
Employee_849,99689,15683,5,5498,4412,120870,110689.4
Employee_850,41203,11089,5,8792,2656,61084,55813.4
Employee_851,30801,7032,20,4656,4392,42489,30530.4
Employee_852,51778,18561,5,4957,4135,75296,67644.05
Employee_853,32679,16441,15,5107,1599,54227,45260.0
Employee_854,81654,11764,10,9784,4951,103202,88909.2
Employee_855,87853,18866,5,9444,707,116163,110120.05
Employee_856,63765,16189,25,8684,2537,88638,66112.5
Employee_857,46427,18570,10,6344,2027,71341,62814.3
Employee_858,53499,13758,25,8097,2640,75354,55899.75
Employee_859,99476,7828,25,1297,3366,108601,78409.0
Employee_860,34928,7208,20,5525,4193,47661,35040.8
Employee_861,57210,14025,25,7629,1703,78864,59352.25
Employee_862,99260,6035,5,5429,1276,110724,104183.25
Employee_863,80014,16356,15,4377,3867,100747,82424.5
Employee_864,94175,17634,5,4948,3196,116757,107970.55
Employee_865,95553,8407,25,2230,3169,106190,77031.0
Employee_866,44192,15169,25,5977,1503,65338,48994.75
Employee_867,32692,7903,20,7058,2448,47653,37086.0
Employee_868,55262,16017,25,2949,2986,74228,53422.25
Employee_869,90660,7703,10,3434,3778,101797,88182.7
Employee_870,33664,17343,20,4640,669,55647,44776.6
Employee_871,68742,13129,10,3623,3703,85494,73603.9
Employee_872,36752,6508,15,7164,945,50424,42990.0
Employee_873,40277,14782,5,8100,1937,63159,58469.05
Employee_874,46971,7994,15,5301,1950,60266,50071.25
Employee_875,74025,6131,25,1639,3465,81795,58291.0
Employee_876,71110,5455,20,3999,1707,80564,63544.0
Employee_877,83752,9415,5,3568,2055,96735,90021.65
Employee_878,36225,9654,5,4938,1771,50817,46752.05
Employee_879,61483,11236,5,9053,3022,81772,75114.05
Employee_880,86346,13368,25,4032,4361,103746,74456.5
Employee_881,74088,11501,5,6718,3395,92307,84632.55
Employee_882,37283,10032,10,5592,1627,52907,46548.5
Employee_883,30249,18563,25,7593,901,56405,43301.0
Employee_884,69916,11243,25,4204,899,85363,64174.25
Employee_885,42595,12378,20,7159,2860,62132,48277.4
Employee_886,73304,16644,15,8365,4089,98313,80731.8
Employee_887,36190,10961,10,8491,1470,55642,49456.9
Employee_888,41891,19431,10,2039,813,63361,56415.8
Employee_889,86139,7693,20,7528,4056,101360,78537.6
Employee_890,67549,6087,15,6391,4998,80027,63983.6
Employee_891,54886,9744,20,7093,1080,71723,57717.0
Employee_892,43023,17931,20,7257,3491,68211,52529.2
Employee_893,54198,10674,5,5912,4490,70784,63050.4
Employee_894,56951,17046,15,1942,2602,75939,62237.45
Employee_895,50128,19235,5,4252,3747,73615,66399.85
Employee_896,35068,15088,5,4104,3950,54260,47802.2
Employee_897,34173,5501,5,8682,3384,48356,42988.3
Employee_898,88957,8879,15,1447,4842,99283,79765.6
Employee_899,64952,12954,20,6544,1478,84450,67390.8
Employee_900,69462,18325,10,1311,4665,89098,75654.3
Employee_901,49498,14814,20,5569,1853,69881,55165.6
Employee_902,64764,16142,20,7454,3282,88360,68896.8
Employee_903,43793,13070,25,3821,3467,60684,43001.25
Employee_904,36725,17477,20,2389,675,56591,45075.6
Employee_905,37129,5652,5,8995,609,51776,49027.95
Employee_906,63372,16349,20,6715,2692,86436,67799.8
Employee_907,95259,18616,10,1632,4063,115507,100056.5
Employee_908,63760,15543,15,1180,1660,80483,66927.55
Employee_909,61699,12435,10,6515,723,80649,72512.6
Employee_910,71691,16552,20,2772,4894,91015,68472.4
Employee_911,62900,12717,20,8441,3052,84058,65882.6
Employee_912,45685,12031,25,4038,4734,61754,42591.0
Employee_913,77380,19987,20,9000,1751,106367,85142.6
Employee_914,58379,12112,5,3129,3126,73620,66969.45
Employee_915,59185,10885,20,9508,2426,79578,63138.0
Employee_916,91960,9950,15,6686,1502,108596,91807.5
Employee_917,54884,11185,10,7297,1244,73366,65515.1
Employee_918,54478,19087,15,9937,4655,83502,67812.25
Employee_919,96998,16061,15,2119,2402,115178,95817.15
Employee_920,67995,12425,10,1809,1923,82229,72264.0
Employee_921,40288,17720,10,9946,2799,67954,59354.2
Employee_922,94966,7113,25,8699,2551,110778,82707.25
Employee_923,94758,10094,20,1853,2301,106705,83433.6
Employee_924,39356,13789,10,2908,2522,56053,48216.5
Employee_925,65732,14076,5,2495,1480,82303,76832.6
Employee_926,75974,19336,15,5240,4558,100550,81695.5
Employee_927,81519,19110,25,5485,2558,106114,78398.75
Employee_928,74049,5383,20,5037,2696,84469,65886.6
Employee_929,79658,12964,5,4900,593,97522,92297.9
Employee_930,92473,14768,20,9156,4091,116397,90857.8
Employee_931,67838,12475,5,3954,4999,84267,75252.35
Employee_932,83959,15693,20,9758,2079,109410,87400.6
Employee_933,34205,8960,10,1019,4497,44184,35370.5
Employee_934,72426,14669,15,8422,2064,95517,80388.75
Employee_935,45490,16137,20,1970,2161,63597,49110.6
Employee_936,85517,9481,5,6105,4541,101103,91812.1
Employee_937,91917,14421,10,3655,4293,109993,95066.2
Employee_938,41728,14584,10,4530,2116,60842,53094.8
Employee_939,87803,17199,10,9115,1076,114117,102540.8
Employee_940,49911,7832,25,5972,1692,63715,47587.25
Employee_941,59164,9647,10,8074,3602,76885,66401.9
Employee_942,31841,6485,5,5811,1806,44137,40414.7
Employee_943,80760,13341,25,3895,4678,97996,69792.75
Employee_944,70243,7713,25,3390,3150,81346,58707.0
Employee_945,31627,14675,20,4269,3021,50571,38289.6
Employee_946,95420,8397,10,5715,4096,109532,95054.3
Employee_947,84659,19307,20,9171,3004,113137,89339.8
Employee_948,69927,6600,20,9819,4374,86346,66666.6
Employee_949,90331,18346,15,6001,1360,114678,97016.45
Employee_950,59491,6099,15,6628,2417,72218,59962.5
Employee_951,39123,18155,5,3210,2420,60488,55204.1
Employee_952,61673,19100,10,5365,3815,86138,74245.7
Employee_953,38570,5674,10,2251,1890,46495,40180.6
Employee_954,62139,18789,10,1793,995,82721,73633.2
Employee_955,55897,16793,25,9235,935,81925,62817.5
Employee_956,77790,15143,20,3649,2478,96582,75517.4
Employee_957,99877,6866,15,8141,1835,114884,97037.55
Employee_958,33965,17300,5,2571,3149,53836,48123.75
Employee_959,32262,15922,10,5829,2186,54013,47008.6
Employee_960,71490,13800,20,2275,3602,87565,66905.0
Employee_961,56888,19515,15,1139,4882,77542,61199.55
Employee_962,80477,16585,20,3854,619,100916,80884.6
Employee_963,98493,18955,10,9279,3031,126727,111951.2
Employee_964,50968,12713,15,2640,2979,66321,53789.85
Employee_965,34223,9902,25,8955,4031,53080,38017.75
Employee_966,97767,6955,5,6347,968,111069,104864.9
Employee_967,87700,19297,20,6244,2267,113241,89574.6
Employee_968,65394,18580,5,5246,860,89220,84161.3
Employee_969,54986,6516,15,3512,4133,65014,51655.7
Employee_970,99702,12320,15,3579,1665,115601,97132.7
Employee_971,60547,10454,25,6780,3652,77781,56378.75
Employee_972,50345,15487,20,9915,3925,75747,58655.6
Employee_973,30192,5236,10,9673,3018,45101,38540.2
Employee_974,92444,7838,25,9640,576,109922,84275.5
Employee_975,47827,18367,10,5683,2306,71877,62951.6
Employee_976,52349,17545,15,5644,811,75538,64242.9
Employee_977,54875,6518,20,8567,2208,69960,55473.4
Employee_978,58380,15592,25,9491,2776,83463,62194.0
Employee_979,54841,15541,20,5248,4107,75630,57446.6
Employee_980,93853,18779,5,8444,4935,121076,110509.4
Employee_981,54494,12069,20,5772,2580,72335,56442.4
Employee_982,74469,13590,25,5232,1209,93291,70067.25
Employee_983,31328,18101,5,2917,4708,52346,45166.55
Employee_984,62868,10242,20,1987,3198,75097,57277.0
Employee_985,53990,19543,5,1451,2753,74984,68554.35
Employee_986,40603,17607,25,4439,641,62649,47455.5
Employee_987,31053,14928,25,7012,636,52993,40861.75
Employee_988,50333,11263,10,5175,2850,66771,57761.4
Employee_989,40393,8608,5,4527,2584,53528,48493.95
Employee_990,91526,15555,20,1351,3398,108432,83617.8
Employee_991,77549,11046,5,4008,3840,92603,84333.25
Employee_992,39013,8402,15,2721,3689,50136,39334.75
Employee_993,72999,11465,25,9318,2937,93782,69729.0
Employee_994,93840,19088,25,3067,2222,115995,85541.0
Employee_995,77896,5941,5,6211,3687,90048,82169.15
Employee_996,94099,13777,20,2581,1434,110457,87447.8
Employee_997,49429,13730,25,2592,4553,65751,45408.25
